#gene_id	transcript_id	sprot_Top_BLASTX_hit	TrEMBL_Top_BLASTX_hit	RNAMMER	prot_id	prot_coords	sprot_Top_BLASTP_hit	TrEMBL_Top_BLASTP_hit	Pfam	SignalP	TmHMM	eggnog	gene_ontology_blast	gene_ontology_pfam	transcript	peptide
TRINITY_DN26750_c0_g2	TRINITY_DN26750_c0_g2_i1	.	.	.	TRINITY_DN26750_c0_g2_i1|m.3526	3-497[+]	.	.	.	.	ExpAA=24.09^PredHel=1^Topology=o23-45i	.	.	.	.	.
TRINITY_DN26708_c0_g1	TRINITY_DN26708_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26708_c1_g1	TRINITY_DN26708_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26708_c2_g1	TRINITY_DN26708_c2_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26708_c3_g1	TRINITY_DN26708_c3_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26733_c0_g1	TRINITY_DN26733_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26715_c0_g1	TRINITY_DN26715_c0_g1_i1	HELQ_HUMAN^HELQ_HUMAN^Q:3-1424	H:326-799^68.35%ID^E:0^RecName: Full=Helicase POLQ-like;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|I3K3T1|I3K3T1_ORENI^tr|I3K3T1|I3K3T1_ORENI^Q:3-1427	H:70-544^89.26%ID^E:0^.^.	.	TRINITY_DN26715_c0_g1_i1|m.3528	3-1427[+]	HELQ_HUMAN^HELQ_HUMAN^Q:1-474	H:326-799^68.35%ID^E:0^RecName: Full=Helicase POLQ-like;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|I3K3T1|I3K3T1_ORENI^tr|I3K3T1|I3K3T1_ORENI^Q:1-475	H:70-544^89.26%ID^E:0^.^.	PF00270.24^DEAD^DEAD/DEAH box helicase^23-180^E:2.5e-18`PF04851.10^ResIII^Type III restriction enzyme	 res subunit^25-175^E:6.2e-09`PF00271.26^Helicase_C^Helicase conserved C-terminal domain^313-387^E:2.2e-10	.	.	COG1204^helicase	GO:0005730^cellular_component^nucleolus`GO:0005634^cellular_component^nucleus`GO:0005524^molecular_function^ATP binding`GO:0004386^molecular_function^helicase activity`GO:0003676^molecular_function^nucleic acid binding`GO:0000724^biological_process^double-strand break repair via homologous recombination	GO:0003676^molecular_function^nucleic acid binding`GO:0005524^molecular_function^ATP binding`GO:0003677^molecular_function^DNA binding`GO:0016787^molecular_function^hydrolase activity	.	.
TRINITY_DN26715_c1_g1	TRINITY_DN26715_c1_g1_i1	.	.	.	TRINITY_DN26715_c1_g1_i1|m.3529	2-478[+]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26776_c0_g1	TRINITY_DN26776_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26776_c0_g2	TRINITY_DN26776_c0_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26776_c1_g1	TRINITY_DN26776_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26755_c0_g1	TRINITY_DN26755_c0_g1_i1	.	.	.	TRINITY_DN26755_c0_g1_i1|m.3531	1-576[+]	.	.	PF13513.1^HEAT_EZ^HEAT-like repeat^66-102^E:0.001	sigP:1^25^0.663^YES	ExpAA=14.00^PredHel=1^Topology=i7-29o	.	.	.	.	.
TRINITY_DN26714_c0_g1	TRINITY_DN26714_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26717_c0_g1	TRINITY_DN26717_c0_g1_i1	.	.	.	TRINITY_DN26717_c0_g1_i1|m.3532	462-1379[+]	.	tr|I3KPM0|I3KPM0_ORENI^tr|I3KPM0|I3KPM0_ORENI^Q:1-305	H:1-306^85.95%ID^E:0^.^.	PF00029.14^Connexin^Connexin^3-108^E:9e-51`PF10582.4^Connexin_CCC^Gap junction channel protein cysteine-rich domain^160-226^E:2.5e-29	.	ExpAA=82.13^PredHel=4^Topology=i20-37o78-100i149-171o204-226i	.	.	.	.	.
TRINITY_DN26766_c0_g1	TRINITY_DN26766_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26779_c1_g1	TRINITY_DN26779_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26779_c1_g2	TRINITY_DN26779_c1_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26779_c2_g1	TRINITY_DN26779_c2_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26700_c1_g1	TRINITY_DN26700_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26700_c2_g1	TRINITY_DN26700_c2_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26732_c0_g1	TRINITY_DN26732_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26716_c0_g1	TRINITY_DN26716_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26716_c1_g1	TRINITY_DN26716_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26716_c1_g2	TRINITY_DN26716_c1_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26716_c1_g3	TRINITY_DN26716_c1_g3_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26768_c0_g1	TRINITY_DN26768_c0_g1_i1	.	.	.	TRINITY_DN26768_c0_g1_i1|m.3533	174-605[-]	.	.	PF00164.20^Ribosom_S12_S23^Ribosomal protein S12/S23^35-142^E:1.6e-34	.	.	.	.	GO:0003735^molecular_function^structural constituent of ribosome`GO:0006412^biological_process^translation`GO:0005622^cellular_component^intracellular`GO:0005840^cellular_component^ribosome	.	.
TRINITY_DN26711_c0_g1	TRINITY_DN26711_c0_g1_i1	.	.	.	TRINITY_DN26711_c0_g1_i1|m.3534	1-699[+]	.	.	PF03949.10^Malic_M^Malic enzyme	 NAD binding domain^1-183^E:7.2e-64	.	.	.	.	GO:0004471^molecular_function^malate dehydrogenase (decarboxylating) (NAD+) activity`GO:0051287^molecular_function^NAD binding`GO:0055114^biological_process^oxidation-reduction process	.	.
TRINITY_DN26711_c0_g1	TRINITY_DN26711_c0_g1_i2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26767_c0_g1	TRINITY_DN26767_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26767_c0_g2	TRINITY_DN26767_c0_g2_i1	.	.	.	TRINITY_DN26767_c0_g2_i1|m.3536	1-1272[-]	.	.	PF03564.10^DUF1759^Protein of unknown function (DUF1759)^12-129^E:2.5e-05	.	.	.	.	.	.	.
TRINITY_DN26797_c0_g1	TRINITY_DN26797_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26736_c0_g1	TRINITY_DN26736_c0_g1_i1	.	.	.	TRINITY_DN26736_c0_g1_i1|m.3537	487-954[-]	.	.	PF10587.4^EF-1_beta_acid^Eukaryotic elongation factor 1 beta central acidic region^124-150^E:7.8e-14	sigP:1^21^0.598^YES	.	.	.	.	.	.
TRINITY_DN26736_c0_g1	TRINITY_DN26736_c0_g1_i2	.	.	.	TRINITY_DN26736_c0_g1_i2|m.3538	25-762[-]	.	.	PF10587.4^EF-1_beta_acid^Eukaryotic elongation factor 1 beta central acidic region^124-150^E:1.5e-13`PF00736.14^EF1_GNE^EF-1 guanine nucleotide exchange domain^159-245^E:2.3e-35	sigP:1^21^0.598^YES	.	.	.	GO:0003746^molecular_function^translation elongation factor activity`GO:0006414^biological_process^translational elongation`GO:0005853^cellular_component^eukaryotic translation elongation factor 1 complex	.	.
TRINITY_DN26736_c0_g2	TRINITY_DN26736_c0_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26792_c0_g1	TRINITY_DN26792_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26792_c0_g2	TRINITY_DN26792_c0_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26784_c0_g1	TRINITY_DN26784_c0_g1_i1	.	.	.	TRINITY_DN26784_c0_g1_i1|m.3539	191-1024[+]	.	tr|I3J340|I3J340_ORENI^tr|I3J340|I3J340_ORENI^Q:1-277	H:3-279^98.92%ID^E:0^.^.	PF00010.21^HLH^Helix-loop-helix DNA-binding domain^35-92^E:2.9e-14`PF07527.8^Hairy_orange^Hairy Orange^109-150^E:3.2e-20	.	.	.	.	GO:0046983^molecular_function^protein dimerization activity`GO:0003677^molecular_function^DNA binding`GO:0006355^biological_process^regulation of transcription	 DNA-templated	.	.
TRINITY_DN26761_c0_g1	TRINITY_DN26761_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26761_c0_g2	TRINITY_DN26761_c0_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26704_c0_g1	TRINITY_DN26704_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26726_c0_g1	TRINITY_DN26726_c0_g1_i1	.	.	.	TRINITY_DN26726_c0_g1_i1|m.3541	2-457[-]	.	.	PF13855.1^LRR_8^Leucine rich repeat^3-54^E:8.4e-08`PF13516.1^LRR_6^Leucine Rich repeat^18-33^E:0.54`PF13504.1^LRR_7^Leucine rich repeat^18-31^E:87`PF00560.28^LRR_1^Leucine Rich Repeat^43-59^E:0.55`PF13504.1^LRR_7^Leucine rich repeat^43-58^E:1.2`PF13855.1^LRR_8^Leucine rich repeat^64-124^E:2.5e-09`PF13504.1^LRR_7^Leucine rich repeat^64-75^E:6500`PF13504.1^LRR_7^Leucine rich repeat^87-100^E:6.1`PF13516.1^LRR_6^Leucine Rich repeat^112-125^E:1.4`PF13504.1^LRR_7^Leucine rich repeat^112-128^E:0.32`PF00560.28^LRR_1^Leucine Rich Repeat^113-129^E:0.018`PF13504.1^LRR_7^Leucine rich repeat^133-145^E:620	.	.	.	.	GO:0005515^molecular_function^protein binding	.	.
TRINITY_DN26726_c1_g1	TRINITY_DN26726_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26726_c2_g1	TRINITY_DN26726_c2_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26726_c3_g1	TRINITY_DN26726_c3_g1_i1	.	.	.	TRINITY_DN26726_c3_g1_i1|m.3542	2-376[-]	.	.	PF01462.13^LRRNT^Leucine rich repeat N-terminal domain^12-40^E:6.7e-05`PF13855.1^LRR_8^Leucine rich repeat^42-104^E:3e-09`PF13504.1^LRR_7^Leucine rich repeat^44-55^E:380`PF13504.1^LRR_7^Leucine rich repeat^68-79^E:95`PF13504.1^LRR_7^Leucine rich repeat^92-106^E:19`PF00560.28^LRR_1^Leucine Rich Repeat^94-112^E:0.26`PF13504.1^LRR_7^Leucine rich repeat^114-125^E:3000	.	.	.	.	GO:0005515^molecular_function^protein binding	.	.
TRINITY_DN26778_c0_g1	TRINITY_DN26778_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26781_c0_g1	TRINITY_DN26781_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26781_c1_g1	TRINITY_DN26781_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26789_c0_g1	TRINITY_DN26789_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26738_c0_g1	TRINITY_DN26738_c0_g1_i1	.	.	.	TRINITY_DN26738_c0_g1_i1|m.3543	418-1044[+]	.	.	PF13765.1^PRY^SPRY-associated domain^32-78^E:3.1e-17`PF00622.23^SPRY^SPRY domain^82-195^E:2.7e-14	.	.	.	.	GO:0005515^molecular_function^protein binding	.	.
TRINITY_DN26738_c0_g1	TRINITY_DN26738_c0_g1_i1	.	.	.	TRINITY_DN26738_c0_g1_i1|m.3544	1-351[+]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26780_c0_g1	TRINITY_DN26780_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26780_c0_g2	TRINITY_DN26780_c0_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26793_c0_g1	TRINITY_DN26793_c0_g1_i1	.	.	.	TRINITY_DN26793_c0_g1_i1|m.3545	171-497[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26793_c1_g1	TRINITY_DN26793_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26720_c0_g1	TRINITY_DN26720_c0_g1_i1	.	.	.	TRINITY_DN26720_c0_g1_i1|m.3546	86-529[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26720_c1_g1	TRINITY_DN26720_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26725_c0_g1	TRINITY_DN26725_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26771_c0_g1	TRINITY_DN26771_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26771_c0_g2	TRINITY_DN26771_c0_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26771_c1_g1	TRINITY_DN26771_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26759_c0_g1	TRINITY_DN26759_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26783_c0_g1	TRINITY_DN26783_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26783_c0_g2	TRINITY_DN26783_c0_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26734_c0_g1	TRINITY_DN26734_c0_g1_i1	.	.	.	TRINITY_DN26734_c0_g1_i1|m.3547	50-658[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26734_c0_g2	TRINITY_DN26734_c0_g2_i1	.	.	.	TRINITY_DN26734_c0_g2_i1|m.3548	50-658[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26734_c1_g1	TRINITY_DN26734_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26734_c2_g1	TRINITY_DN26734_c2_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26734_c3_g1	TRINITY_DN26734_c3_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26734_c4_g1	TRINITY_DN26734_c4_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26723_c1_g1	TRINITY_DN26723_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26724_c0_g1	TRINITY_DN26724_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26724_c0_g2	TRINITY_DN26724_c0_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26724_c1_g1	TRINITY_DN26724_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26787_c0_g1	TRINITY_DN26787_c0_g1_i1	.	tr|A0A087YL98|A0A087YL98_POEFO^tr|A0A087YL98|A0A087YL98_POEFO^Q:17-1198	H:1744-2137^86.29%ID^E:0^.^.	.	TRINITY_DN26787_c0_g1_i1|m.3549	2-1198[+]	.	tr|A0A087YL98|A0A087YL98_POEFO^tr|A0A087YL98|A0A087YL98_POEFO^Q:6-399	H:1744-2137^86.29%ID^E:0^.^.	PF00004.24^AAA^ATPase family associated with various cellular activities (AAA)^89-212^E:0.00012	.	.	.	.	GO:0005524^molecular_function^ATP binding	.	.
TRINITY_DN26787_c0_g1	TRINITY_DN26787_c0_g1_i2	.	tr|A0A087YL98|A0A087YL98_POEFO^tr|A0A087YL98|A0A087YL98_POEFO^Q:2-1453	H:1654-2137^85.74%ID^E:0^.^.	.	TRINITY_DN26787_c0_g1_i2|m.3550	2-1453[+]	.	tr|A0A087YL98|A0A087YL98_POEFO^tr|A0A087YL98|A0A087YL98_POEFO^Q:1-484	H:1654-2137^85.74%ID^E:0^.^.	PF00004.24^AAA^ATPase family associated with various cellular activities (AAA)^174-296^E:0.00017	.	.	.	.	GO:0005524^molecular_function^ATP binding	.	.
TRINITY_DN26795_c0_g1	TRINITY_DN26795_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26795_c0_g2	TRINITY_DN26795_c0_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26795_c1_g1	TRINITY_DN26795_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26739_c0_g1	TRINITY_DN26739_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26739_c0_g1	TRINITY_DN26739_c0_g1_i2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26739_c0_g1	TRINITY_DN26739_c0_g1_i3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26762_c0_g1	TRINITY_DN26762_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26742_c0_g1	TRINITY_DN26742_c0_g1_i1	.	tr|A0A087XIM6|A0A087XIM6_POEFO^tr|A0A087XIM6|A0A087XIM6_POEFO^Q:3-866	H:20-307^98.61%ID^E:0^.^.	.	TRINITY_DN26742_c0_g1_i1|m.3551	3-869[+]	.	tr|A0A087XIM6|A0A087XIM6_POEFO^tr|A0A087XIM6|A0A087XIM6_POEFO^Q:1-288	H:20-307^98.61%ID^E:0^.^.	PF00294.19^PfkB^pfkB family carbohydrate kinase^5-249^E:4.8e-26`PF08543.7^Phos_pyr_kin^Phosphomethylpyrimidine kinase^73-251^E:9e-17	.	.	.	.	.	.	.
TRINITY_DN26742_c0_g2	TRINITY_DN26742_c0_g2_i1	.	tr|A0A087XIM6|A0A087XIM6_POEFO^tr|A0A087XIM6|A0A087XIM6_POEFO^Q:3-866	H:20-307^98.61%ID^E:0^.^.	.	TRINITY_DN26742_c0_g2_i1|m.3552	3-869[+]	.	tr|A0A087XIM6|A0A087XIM6_POEFO^tr|A0A087XIM6|A0A087XIM6_POEFO^Q:1-288	H:20-307^98.61%ID^E:0^.^.	PF00294.19^PfkB^pfkB family carbohydrate kinase^5-249^E:4.8e-26`PF08543.7^Phos_pyr_kin^Phosphomethylpyrimidine kinase^73-251^E:9e-17	.	.	.	.	.	.	.
TRINITY_DN26742_c1_g1	TRINITY_DN26742_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26742_c1_g2	TRINITY_DN26742_c1_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26742_c2_g1	TRINITY_DN26742_c2_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26772_c0_g1	TRINITY_DN26772_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26765_c0_g1	TRINITY_DN26765_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26765_c1_g1	TRINITY_DN26765_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26765_c2_g1	TRINITY_DN26765_c2_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26722_c0_g1	TRINITY_DN26722_c0_g1_i1	.	tr|A0A087Y3V1|A0A087Y3V1_POEFO^tr|A0A087Y3V1|A0A087Y3V1_POEFO^Q:2-895	H:326-625^93.67%ID^E:0^.^.	.	TRINITY_DN26722_c0_g1_i1|m.3553	2-931[+]	.	tr|A0A087Y3V1|A0A087Y3V1_POEFO^tr|A0A087Y3V1|A0A087Y3V1_POEFO^Q:1-298	H:326-625^93.67%ID^E:0^.^.	PF12722.2^Hid1^High-temperature-induced dauer-formation protein^1-263^E:6.5e-102`PF09742.4^Dymeclin^Dyggve-Melchior-Clausen syndrome protein^2-259^E:3.9e-105	.	.	.	.	.	.	.
TRINITY_DN26743_c0_g1	TRINITY_DN26743_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26743_c0_g1	TRINITY_DN26743_c0_g1_i2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26788_c1_g1	TRINITY_DN26788_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26788_c1_g2	TRINITY_DN26788_c1_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26788_c1_g3	TRINITY_DN26788_c1_g3_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c0_g1	TRINITY_DN38508_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c0_g2	TRINITY_DN38508_c0_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g1	TRINITY_DN38508_c2_g1_i1	.	.	.	TRINITY_DN38508_c2_g1_i1|m.3554	595-1395[-]	.	.	PF00089.21^Trypsin^Trypsin^28-259^E:9.3e-70	sigP:1^15^0.817^YES	.	.	.	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i6	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i7	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i8	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i10	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i11	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i12	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i13	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38508_c2_g2	TRINITY_DN38508_c2_g2_i14	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN38572_c0_g1	TRINITY_DN38572_c0_g1_i1	PLEC_MOUSE^PLEC_MOUSE^Q:3-2075	H:3250-3942^58.15%ID^E:0^RecName: Full=Plectin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Mus; Mus`PLEC_MOUSE^PLEC_MOUSE^Q:3-2075	H:2922-3607^50.29%ID^E:0^RecName: Full=Plectin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Mus; Mus	tr|G3NPD3|G3NPD3_GASAC^tr|G3NPD3|G3NPD3_GASAC^Q:3-2075	H:3219-3908^86.4%ID^E:0^.^.`tr|G3NPD3|G3NPD3_GASAC^tr|G3NPD3|G3NPD3_GASAC^Q:3-2072	H:2892-3575^50.36%ID^E:0^.^.	.	TRINITY_DN38572_c0_g1_i1|m.3555	3-2075[+]	PLEC_MOUSE^PLEC_MOUSE^Q:1-691	H:3250-3942^58.15%ID^E:0^RecName: Full=Plectin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Mus; Mus`PLEC_MOUSE^PLEC_MOUSE^Q:1-691	H:2922-3607^50.29%ID^E:0^RecName: Full=Plectin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Mus; Mus	tr|G3NPD3|G3NPD3_GASAC^tr|G3NPD3|G3NPD3_GASAC^Q:1-691	H:3219-3908^86.4%ID^E:0^.^.`tr|G3NPD3|G3NPD3_GASAC^tr|G3NPD3|G3NPD3_GASAC^Q:1-690	H:2892-3575^50.36%ID^E:0^.^.	PF00681.15^Plectin^Plectin repeat^26-69^E:9.1e-15`PF00681.15^Plectin^Plectin repeat^244-276^E:7.2e-05`PF00681.15^Plectin^Plectin repeat^282-325^E:1e-17`PF00681.15^Plectin^Plectin repeat^357-401^E:7.7e-15`PF00681.15^Plectin^Plectin repeat^615-658^E:1.5e-17	.	.	COG5069^Microtubule associated monoxygenase	 calponin and LIM domain containing	GO:0043292^cellular_component^contractile fiber`GO:0070062^cellular_component^extracellular vesicular exosome`GO:0005925^cellular_component^focal adhesion`GO:0030056^cellular_component^hemidesmosome`GO:0045111^cellular_component^intermediate filament cytoskeleton`GO:0042383^cellular_component^sarcolemma`GO:0044822^molecular_function^poly(A) RNA binding`GO:0008307^molecular_function^structural constituent of muscle`GO:0031581^biological_process^hemidesmosome assembly	GO:0005856^cellular_component^cytoskeleton	.	.
